date,time,stock,category,newhigh_type,change_pct,trading_value,market_cap,current_price,investment_point,recent_results,source,detail_url,collected_at
2026-06-01,,삼성생명,금융/지주/밸류업,역사적,+5.5,"2,698억",82.0조,"410,000원",2026년 1분기 연결기준 순이익 1.2조원으로 전년 대비 89.5% 증가하며 실적 서프라이즈 기록. / 삼성전기 지분 구조 변화로 인한 자산 재조정 및 투자 전략 강화 기대감.,"2026.1Q -/ 8,872억/ 7,671억(E) / 2025.4Q 103,308억/ 953억/ 2,195억 / 2025.3Q 95,573억/ 8,158억/ 7,609억 / 2025.2Q 111,733억/ 9,154억/ 7,936억 / 2025.1Q 84,099억/ 7,540억/ 7,540억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-01,reparsed-local-2026-07-18
2026-06-01,,삼성물산,금융/지주/밸류업,역사적,+5.2,"4,676억",73.8조,"455,000원","원전 및 재생에너지, 데이터센터, 바이오 분야의 사업 포트폴리오 전환 가속화에 따른 성장 기대감. / 삼성전자 지분가치 상승과 배당 확대 기대감에 따른 투자 매력 증대.","2026.2Q 109,195억/ 8,737억/ 7,013억(E) / 2026.1Q 104,658억/ 7,204억/ 10,859억 / 2025.4Q 108,324억/ 8,223억/ 15,583억 / 2025.3Q 101,510억/ 9,934억/ 8,846억 / 2025.2Q 100,221억/ 7,526억/ 7,526억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-01,reparsed-local-2026-07-18
2026-06-01,,LG유플러스,금융/지주/밸류업,역사적,+1.8,"1,108억",7.0조,"16,420원",통신 테마 상승세에 따른 투자자 관심 증가. / 젠슨 황 효과에 따른 LG그룹주 전반의 긍정적 분위기.,"2026.2Q 39,669억/ 3,146억/ 2,193억(E) / 2026.1Q 38,037억/ 2,723억/ 1,760억 / 2025.4Q 38,484억/ 1,705억/ 806억 / 2025.3Q 40,108억/ 1,617억/ 491억 / 2025.2Q 38,444억/ 3,045억/ 3,045억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-01,reparsed-local-2026-07-18
2026-06-01,,삼성전자,금융/지주/밸류업,역사적 신고가 돌파 이어감,+10.1,13.4조,2040.4조,"349,000원",뉴로모픽 반도체 테마 상승세에 따른 기대감. / 시가총액 2000조원 돌파로 인한 주목.,"2026.2Q 1,665,266억/ 859,191억/ 698,128억(E) / 2026.1Q 1,338,734억/ 572,328억/ 472,253억 / 2025.4Q 938,374억/ 200,737억/ 196,417억 / 2025.3Q 860,617억/ 121,661억/ 122,257억 / 2025.2Q 745,663억/ 46,761억/ 46,761억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-01,reparsed-local-2026-07-18
2026-06-01,,LG이노텍,금융/지주/밸류업,역사적 신고가 돌파 이어감,+4.9,2.5조,36.2조,"1,530,000원",AI 및 로봇 신사업에서의 '젠슨 황 효과'로 인한 LG그룹주 전반의 투자 심리 개선 기대감. / FC-BGA 분야에서의 빠른 시장 점유율 확대와 관련된 긍정적 전망.,"2026.2Q 48,304억/ 1,417억/ 1,007억(E) / 2026.1Q 55,348억/ 2,953억/ 2,291억 / 2025.4Q 76,098억/ 3,248억/ 1,359억 / 2025.3Q 53,694억/ 2,037억/ 1,284억 / 2025.2Q 39,346억/ 114억/ 114억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-01,reparsed-local-2026-07-18
2026-06-01,,NHN,금융/지주/밸류업,52주 신고가 돌파 이어감,+17.1,556억,2.0조,"59,600원",AI 클라우드 및 결제 사업의 성장 기대감에 의한 주가 상승. / 클라우드 기술 부문과 결제 서비스의 혁신적 발전 전망.,"2026.2Q 6,839억/ 403억/ 309억(E) / 2026.1Q 6,714억/ 263억/ 311억 / 2025.4Q 6,856억/ 552억/ 229억 / 2025.3Q 6,256억/ 276억/ 180억 / 2025.2Q 6,049억/ 219억/ 219억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-01,reparsed-local-2026-07-18
2026-06-01,,슈피겐코리아,금융/지주/밸류업,52주 신고가 돌파 이어감,+6.2,22억,"2,123억","34,150원",글로벌 아이폰 수요 증가에 따른 프리미엄 케이스 판매 호조 기대감. / 아이폰 출시 10주년 기념 케이스 클래식C1 출시로 인한 시장 관심 증가.,"2026.1Q 1,132억/ 112억/ 146억 / 2025.4Q 1,289억/ 138억/ 100억 / 2025.3Q 1,300억/ 92억/ 126억 / 2025.2Q 959억/ 10억/ 10억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-01,reparsed-local-2026-07-18
2026-06-01,,씨이랩,금융/지주/밸류업,52주 신고가 돌파 이어감,+10.9,130억,"1,116억","11,900원",엔비디아 파트너십 최고 등급인 '엘리트' 획득으로 AI 인프라 사업 경쟁력 강화 기대감. / 'AI EXPO KOREA 2026' 참가를 통해 새로운 AI 솔루션을 공개하며 시장 확장 가능성 부각.,2026.1Q 11억/ -19억/ -18억 / 2025.4Q 49억/ -2억/ -4억 / 2025.3Q 38억/ -7억/ -6억 / 2025.2Q 7억/ -12억/ -12억,sin,https://www.awakeplus.co.kr/board/sin/2026-06-01,reparsed-local-2026-07-18
2026-06-02,,삼성생명,금융/지주/밸류업,역사적,+14.9,"3,376억",96.0조,"480,000원",주주환원 확대 및 밸류업 기대감에 의한 상승 요인. / 삼성중공업과의 지분 거래로 인한 전략적 협력 강화 기대감.,"2026.1Q -/ 8,961억/ 7,795억(E) / 2025.4Q 103,308억/ 953억/ 2,195억 / 2025.3Q 95,573억/ 8,158억/ 7,609억 / 2025.2Q 111,733억/ 9,154억/ 7,936억 / 2025.1Q 84,099억/ 7,540억/ 7,540억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-02,reparsed-local-2026-07-18
2026-06-02,,SK텔레콤,금융/지주/밸류업,역사적 / 52주 최대거래,+11.6,1.0조,26.9조,"125,200원",젠슨 황의 피지컬 AI 협력사 언급으로 인한 기대감. / 엔비디아와의 파트너십 부각에 의한 긍정적 전망.,"2026.2Q 44,330억/ 5,247억/ 3,165억(E) / 2026.1Q 43,923억/ 5,376억/ 3,164억 / 2025.4Q 43,287억/ 1,191억/ 970억 / 2025.3Q 39,781억/ 484억/ -1,667억 / 2025.2Q 43,388억/ 3,383억/ 3,383억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-02,reparsed-local-2026-07-18
2026-06-02,,LG헬로비전,금융/지주/밸류업,52주 / 52주 최대거래,+10.8,"2,133억","2,455억","3,170원",최근 경영효율화 추진 및 기술 혁신을 통한 유무선 복합 서비스 확대 기대감. / 1분기 영업이익 감소에도 불구하고 지속적인 사업 구조 개선 추진 전망.,"2026.2Q 2,917억/ 100억/ 74억(E) / 2026.1Q 2,554억/ 51억/ 30억 / 2025.4Q 2,995억/ -79억/ -104억 / 2025.3Q 2,985억/ 90억/ 20억 / 2025.2Q 3,541억/ 105억/ 105억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-02,reparsed-local-2026-07-18
2026-06-02,,SK스퀘어,금융/지주/밸류업,역사적,+7.2,1.3조,177.6조,"1,346,000원",SK하이닉스의 호실적과 메모리 수퍼사이클 영향으로 인한 반도체 관련주 상승 기대감. / 강력한 주주환원 정책과 최초 현금배당 실시로 인한 투자자 신뢰 증가 전망.,"2026.2Q 3,866억/ 92,325억/ 98,593억(E) / 2026.1Q 86,314억/ 82,783억/ 83,747억 / 2025.4Q 33,747억/ 30,985억/ 32,769억 / 2025.3Q 30,747억/ 26,455억/ 24,824억 / 2025.2Q 18,883억/ 14,011억/ 14,011억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-02,reparsed-local-2026-07-18
2026-06-02,,삼성물산,금융/지주/밸류업,역사적,+6.7,"4,019억",,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-02,reparsed-local-2026-07-18
2026-06-02,,삼성화재,금융/지주/밸류업,역사적,+6.1,"1,352억",28.6조,"641,000원",보험손익과 투자손익의 동반 개선으로 수익성 관리 강화 효과 가시화. / 1분기 실적이 기대치를 상회하며 긍정적 실적 전망이 부각됨.,"2026.1Q -/ 8,432억/ 6,131억(E) / 2025.4Q 60,830억/ 3,913억/ 2,344억 / 2025.3Q 62,564억/ 6,641억/ 5,385억 / 2025.2Q 69,208억/ 8,115억/ 6,384억 / 2025.1Q 61,058억/ 7,924억/ 7,924억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-02,reparsed-local-2026-07-18
2026-06-02,,LG전자,로봇,역사적,+3.1,3.9조,63.9조,"392,500원",엔비디아와의 '피지컬 AI 동맹' 참여에 따른 로봇 플랫폼 사업 확장 기대감. / 로봇 부품 사업의 액추에이터 중심 사업화 전망에 따른 성장 가능성 기대감.,"2026.2Q 223,725억/ 9,946억/ 6,382억(E) / 2026.1Q 237,272억/ 16,737억/ 10,051억 / 2025.4Q 238,522억/ -1,090억/ -7,259억 / 2025.3Q 218,738억/ 6,889억/ 4,611억 / 2025.2Q 207,351억/ 6,394억/ 6,394억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-02,reparsed-local-2026-07-18
2026-06-02,,로보스타,로봇,역사적,+29.9,"2,496억",1.5조,"158,800원","젠슨 황의 ""한국 로보틱스 관심"" 발언에 따른 로봇 산업 중요성 부각. / 엔비디아와의 협력 기대감에 따른 로봇주 강세 전망.",2026.1Q 251억/ 1억/ 9억 / 2025.4Q 246억/ -14억/ -11억 / 2025.3Q 173억/ -11억/ -5억 / 2025.2Q 197억/ -8억/ -8억,sin,https://www.awakeplus.co.kr/board/sin/2026-06-02,reparsed-local-2026-07-18
2026-06-02,,두산로보틱스,로봇,역사적,+20.4,1.5조,10.8조,"166,700원",엔비디아 CEO 젠슨 황의 방한과 한국 로보틱스 중요성 강조 발언에 따른 협력 기대감. / AI 부문 최고혁신상 수상으로 인한 기술력 인정 및 성장동력 기대감.,2026.1Q 153억/ -121억/ -92억 / 2025.4Q 130억/ -164억/ -167억 / 2025.3Q 102억/ -153억/ -129억 / 2025.2Q 45억/ -156억/ -156억,sin,https://www.awakeplus.co.kr/board/sin/2026-06-02,reparsed-local-2026-07-18
2026-06-02,,로보티즈,로봇,역사적,+0.6,"4,332억",,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-02,reparsed-local-2026-07-18
2026-06-02,,NC,게임,52주,+14.4,"2,663억",7.3조,"338,000원",엔비디아와의 20년 인연을 바탕으로 AI 협력 가능성 부각. / '아이온2 글로벌' 출시 기대감에 따른 긍정적 전망.,"2026.2Q 6,431억/ 1,284억/ 1,092억(E) / 2026.1Q 5,574억/ 1,133억/ 1,524억 / 2025.4Q 4,042억/ 32억/ -15억 / 2025.3Q 3,600억/ -75억/ 3,474억 / 2025.2Q 3,824억/ 151억/ 151억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-02,reparsed-local-2026-07-18
2026-06-02,,더블유게임즈,게임,52주,+3.7,71억,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-02,reparsed-local-2026-07-18
2026-06-02,,삼성전자,게임,역사적 신고가 돌파 이어감,+3.3,15.4조,2107.6조,"360,500원",차세대 AI 메모리 주도권을 강화하는 HBM5 모형 첫 공개로 기술 경쟁력 부각. / 역대급 증익 대비 저평가 의견 속 목표가 상향 조정 기대감.,"2026.2Q 1,683,583억/ 848,902억/ 697,434억(E) / 2026.1Q 1,338,734억/ 572,328억/ 472,253억 / 2025.4Q 938,374억/ 200,737억/ 196,417억 / 2025.3Q 860,617억/ 121,661억/ 122,257억 / 2025.2Q 745,663억/ 46,761억/ 46,761억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-02,reparsed-local-2026-07-18
2026-06-02,,에이티넘인베스트,게임,52주 신고가 신규 돌파,+7.9,487억,"1,572억","3,275원",지투지바이오와의 성공적인 엑시트 기대감에 따른 투자자들의 관심 증가. / 국민성장펀드 운용사 선정 소식에 따른 긍정적 전망.,2025.4Q 159억/ 6억/ -2억 / 2025.3Q 242억/ 182억/ 147억 / 2025.2Q 238억/ 111억/ 89억 / 2025.1Q 67억/ 22억/ 22억,sin,https://www.awakeplus.co.kr/board/sin/2026-06-02,reparsed-local-2026-07-18
2026-06-04,,유진테크,반도체/소부장,역사적,+30.0,821억,3.6조,"155,700원",반도체 대형주의 주춤한 흐름 속에서 반도체 소부장 기업에 대한 투자심리 개선과 매수세 집중. / DRAM 증설에 따른 고객사 투자 확대가 실적에 반영되기 시작하며 성장 기대감.,"2026.2Q 1,197억/ 249억/ -(E) / 2026.1Q 1,019억/ 188억/ 228억 / 2025.4Q 999억/ 175억/ 169억 / 2025.3Q 623억/ 52억/ 86억 / 2025.2Q 1,049억/ 197억/ 197억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-04,reparsed-local-2026-07-18
2026-06-04,,테스,반도체/소부장,역사적,+29.9,888억,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-04,reparsed-local-2026-07-18
2026-06-04,,브이엠,반도체/소부장,역사적,+28.2,841억,1.7조,"69,500원",반도체 대형주의 숨고르기 속에서 소부장(소재·부품·장비) 기업의 강세에 따른 기대감. / 주요 고객사의 증설 및 전환 투자로 인한 실적 성장세 전망.,2026.2Q 906억/ 295억/ 234억(E) / 2026.1Q 889억/ 301억/ 256억 / 2025.4Q 508억/ 93억/ 112억 / 2025.3Q 364억/ 90억/ 113억 / 2025.2Q 392억/ 44억/ 44억,sin,https://www.awakeplus.co.kr/board/sin/2026-06-04,reparsed-local-2026-07-18
2026-06-04,,주성엔지니어링,반도체/소부장,역사적,+27.2,1.6조,11.6조,"250,500원",밸류업 지수 편입으로 인한 투자자 관심 증가. / 차세대 반도체 장비와 고효율 태양전지 장비 개발에 대한 긍정적 전망.,2026.2Q 634억/ 82억/ 63억(E) / 2026.1Q 549억/ -70억/ -12억 / 2025.4Q 523억/ -126억/ -47억 / 2025.3Q 588억/ 34억/ 76억 / 2025.2Q 788억/ 66억/ 66억,sin,https://www.awakeplus.co.kr/board/sin/2026-06-04,reparsed-local-2026-07-18
2026-06-04,,네오티스,반도체/소부장,역사적,+18.0,120억,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-04,reparsed-local-2026-07-18
2026-06-04,,에스에이엠티,반도체/소부장,역사적,+15.9,700억,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-04,reparsed-local-2026-07-18
2026-06-04,,엘티씨,반도체/소부장,역사적,+14.3,439억,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-04,reparsed-local-2026-07-18
2026-06-04,,코리아써키트,반도체/소부장,역사적,+12.2,684억,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-04,reparsed-local-2026-07-18
2026-06-04,,기가비스,반도체/소부장,역사적,+11.2,282억,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-04,reparsed-local-2026-07-18
2026-06-04,,코미코,반도체/소부장,역사적,+8.7,340억,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-04,reparsed-local-2026-07-18
2026-06-04,,인텍플러스,반도체/소부장,52주,+5.3,339억,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-04,reparsed-local-2026-07-18
2026-06-04,,SK스퀘어,금융/지주/밸류업,역사적,+1.1,1.2조,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-04,reparsed-local-2026-07-18
2026-06-04,,네패스,반도체/소부장,52주,+0.9,179억,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-04,reparsed-local-2026-07-18
2026-06-04,,신세계,금융/지주/밸류업,역사적,+15.8,"1,051억",,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-04,reparsed-local-2026-07-18
2026-06-04,,현대백화점,금융/지주/밸류업,52주 / 52주 최대거래,+14.8,753억,3.0조,"139,800원",백화점 부문에서 내국인 및 외국인 매출 증가와 면세점 흑자전환에 따른 실적 개선 기대감. / 백화점주 전반의 강세와 함께 동반 상승 효과.,"2026.2Q 10,306억/ 750억/ 481억(E) / 2026.1Q 9,501억/ 988억/ 649억 / 2025.4Q 10,417억/ 1,059억/ -489억 / 2025.3Q 10,103억/ 727억/ 477억 / 2025.2Q 10,803억/ 869억/ 869억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-04,reparsed-local-2026-07-18
2026-06-04,,삼성화재,금융/지주/밸류업,역사적,+13.9,"3,189억",32.6조,"730,000원",금리 인상으로 인한 보험업 수익성 개선 기대감. / 주주환원 여력에 대한 긍정적 전망.,"2026.1Q -/ 8,525억/ 6,181억(E) / 2025.4Q 60,830억/ 3,913억/ 2,344억 / 2025.3Q 62,564억/ 6,641억/ 5,385억 / 2025.2Q 69,208억/ 8,115억/ 6,384억 / 2025.1Q 61,058억/ 7,924억/ 7,924억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-04,reparsed-local-2026-07-18
2026-06-04,,삼성물산,금융/지주/밸류업,역사적,+10.2,"6,966억",86.8조,"535,000원",삼성전자의 배당 확대에 따른 낙수효과 기대감. / 지분가치 상승과 주주환원 확대에 대한 긍정적 전망.,"2026.2Q 110,958억/ 8,685억/ 7,155억(E) / 2026.1Q 104,658억/ 7,204억/ 10,859억 / 2025.4Q 108,324억/ 8,223억/ 15,583억 / 2025.3Q 101,510억/ 9,934억/ 8,846억 / 2025.2Q 100,221억/ 7,526억/ 7,526억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-04,reparsed-local-2026-07-18
2026-06-04,,케이엠더블유,광학/광통신,52주,+9.1,686억,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-04,reparsed-local-2026-07-18
2026-06-04,,성호전자,광학/광통신,역사적,+8.2,"6,875억",3.6조,"51,400원",삼성전자와의 실리콘 포토닉스 공동 개발로 AI 반도체 병목 해소 기대감. / 자회사 ADS테크의 브로드컴과의 계약 체결로 AI 반도체 밸류체인 확장 전망.,"2026.2Q 740억/ 89억/ -(E) / 2026.1Q 660억/ 32억/ 3,195억 / 2025.4Q 602억/ 41억/ 859억 / 2025.3Q 556억/ 5억/ 20억 / 2025.2Q 566억/ 13억/ 13억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-04,reparsed-local-2026-07-18
2026-06-04,,미래에셋생명,광학/광통신,역사적 신고가 신규 돌파,+12.8,294억,2.6조,"19,410원",자사주 대규모 소각을 통한 주주가치 제고 기대감. / AI 투자 및 상품 혁신을 통한 시장 리딩기업으로의 성장 전망.,"2025.4Q 12,378억/ 283억/ 55억 / 2025.3Q 12,549억/ 618억/ 498억 / 2025.2Q 16,181억/ 650억/ 507억 / 2025.1Q 10,776억/ 394억/ 394억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-04,reparsed-local-2026-07-18
2026-06-04,,컴퍼니케이,광학/광통신,52주 신고가 다시 돌파,-8.4,199억,"1,488억","9,530원",반도체소부장펀드 속도전과 AI·반도체 분야 집중 투자에 따른 기대감. / 매출액 200억 재진입과 흑자기조 확립에 따른 긍정적 전망.,2025.4Q 91억/ 36억/ 21억 / 2025.3Q 41억/ 19억/ 16억 / 2025.2Q 44억/ 26억/ 22억 / 2025.1Q 39억/ 17억/ 17억,sin,https://www.awakeplus.co.kr/board/sin/2026-06-04,reparsed-local-2026-07-18
2026-06-04,,크레오에스지,광학/광통신,52주 신고가 신규 돌파,+19.5,38억,"1,435억","7,350원",질병청의 차세대 마버그열 백신 개발 과제 참여로 인한 기대감. / 최근 우리은행과 IT인프라 최적화 계약 체결에 따른 매출 확대 기대.,2026.1Q 26억/ -8억/ -19억 / 2025.4Q 32억/ -19억/ -21억 / 2025.3Q 29억/ -9억/ -9억 / 2025.2Q 27억/ -15억/ -15억,sin,https://www.awakeplus.co.kr/board/sin/2026-06-04,reparsed-local-2026-07-18
2026-06-05,,한켐,반도체/소부장,52주,+29.9,"1,123억","1,183억","14,670원",삼성전기의 대규모 FC-BGA 투자 전망에 따른 AI MLCC 슈퍼사이클 기대감. / 옥천 신공장 가동 시작으로 MLCC 소재 증산 체제 본격화.,2026.1Q 63억/ 5억/ 6억 / 2025.4Q 68억/ 2억/ 14억 / 2025.3Q 82억/ 13억/ 14억 / 2025.2Q 110억/ 20억/ 20억,sin,https://www.awakeplus.co.kr/board/sin/2026-06-05,reparsed-local-2026-07-18
2026-06-05,,피에스케이,반도체/소부장,역사적,+10.6,"1,522억",,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-05,reparsed-local-2026-07-18
2026-06-05,,코미코,반도체/소부장,역사적,+9.9,319억,1.1조,"108,600원",반도체 업황 반등에 따른 수요 증가와 미국 애리조나 신공장 준공으로 인한 성장 기대감. / 100% 무상증자 발표로 인해 주주 가치 제고 전망.,"2026.2Q 1,709억/ 334억/ -(E) / 2026.1Q 1,571억/ 204억/ 172억 / 2025.4Q 1,641억/ 237억/ 205억 / 2025.3Q 1,591억/ 258억/ 146억 / 2025.2Q 1,460억/ 302억/ 302억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-05,reparsed-local-2026-07-18
2026-06-05,,기가비스,반도체/소부장,역사적,+3.3,336억,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-05,reparsed-local-2026-07-18
2026-06-05,,테스,반도체/소부장,역사적,+2.4,"1,560억",,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-05,reparsed-local-2026-07-18
